,title,count,frequency
274,Sheik Mustafa Khalil el-Ansari Chief Warden of the Mosque of Omar(plate 5) fromJerusalem Faces,4,0.00032172444301455805
275,Hand Counter for Tallying,4,0.00032172444301455805
276,Parkett no. 24,4,0.00032172444301455805
277,Fourteen Etchings 11,4,0.00032172444301455805
278,In-text plate (page 41) fromParler seul(Speaking Alone),4,0.00032172444301455805
279,Na perelome v riady. Drama v 4-kh deistviakh i v 8-i kartinakh(At the Turning Point in the Ranks: A Drama in 4 Acts and 8 Scenes),4,0.00032172444301455805
280,Campari,4,0.00032172444301455805
281,In-text plate (page 74) fromL’Évangile(The Gospel),4,0.00032172444301455805
282,Folio 11 fromUtinoe gnezdyshko... durnykh slov(A Little Duck’s Nest... of Bad Words),4,0.00032172444301455805
283,Buben. Stikhi(Tambourine: Verse),4,0.00032172444301455805
284,Giacometti,4,0.00032172444301455805
285,Ceramic Substrate in Fixed State,4,0.00032172444301455805
286,"Downfall: Kern and the Smuggler (Niedergang: Kern und der Schmuggler)(in-text plate, page 106) fromNeben der Heerstrasse (Off the Main Road)",4,0.00032172444301455805
287,Heen en Weer,4,0.00032172444301455805
288,Ted BerriganfromFace of the Poet,4,0.00032172444301455805
289,Stadium,4,0.00032172444301455805
290,In-text plate (page 149) fromDaphnis et Chloé,4,0.00032172444301455805
291,Crucible,4,0.00032172444301455805
292,Plate (folio 32) fromÀ toute épreuve(Proof Against All),4,0.00032172444301455805
293,Bring in ‘Da Noise Bring in ‘Da Funk,4,0.00032172444301455805
294,"Miller House, Norristown, Pennsylvania, Rear patio, exterior perspective",4,0.00032172444301455805
295,Knife,4,0.00032172444301455805
296,Tadanori Yokoo,4,0.00032172444301455805
297,Big Brother and the Holding Company,4,0.00032172444301455805
298,"The Chap Book, May 1895",4,0.00032172444301455805
299,Tailpiece (page 256) fromThe Fables of Aesop,4,0.00032172444301455805
300,"LMS, The Best Way, London Midland and Scottish Ry",4,0.00032172444301455805
301,Tailpiece (page 242) fromThe Fables of Aesop,4,0.00032172444301455805
302,Calculator,4,0.00032172444301455805
303,"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",4,0.00032172444301455805
304,"The Canoness in the Garden (Das Stiftsfräulein im Garten)(plate, folio 5) fromDas Stiftsfräulein und der Tod (The Canoness and Death)",4,0.00032172444301455805
305,Wall-Covering Fabric Sample,4,0.00032172444301455805
306,Headpiece (page 103) fromParler seul(Speaking Alone),4,0.00032172444301455805
307,"Vignette next to ‘Introduction” (Vignette bei “Einleitung”) (headpiece, page 3) fromÜber das Geistige in der Kunst (Concerning the Spiritual in Art)",4,0.00032172444301455805
308,Bowl (no. 5171),4,0.00032172444301455805
309,Bowl (no. 67-182),4,0.00032172444301455805
310,Hercules Kills the Centaur Nessus(Hercule tue le centaure Nessus) fromLes Métamorphoses,4,0.00032172444301455805
311,Ritual Series: Lily Pond7⁄75& First Gate4⁄79,4,0.00032172444301455805
312,Informace (Information and price list for teaching materials),4,0.00032172444301455805
313,Advertisement for the Technical Association of Magdeburg (Technische Vereinigung Magdeburg),4,0.00032172444301455805
314,Get All The News and Get it Right,4,0.00032172444301455805
315,Cena Strachu,4,0.00032172444301455805
316,Meat Skewer,4,0.00032172444301455805
317,Plate (page 83) fromLe Désespéranto(Desesperanto): Volume III fromL’Antitête(The Anti-Head),4,0.00032172444301455805
318,"Plate (folio 30) fromSix Geometric Figures and All Their Combinations, Volume II",4,0.00032172444301455805
319,Bubble Pack Fabric,4,0.00032172444301455805
320,In-text plate (page 285) fromDaphnis et Chloé,4,0.00032172444301455805
321,Oval Drinking Glass,4,0.00032172444301455805
322,1918,4,0.00032172444301455805
323,"Parc de la Villette Project, Paris, France (Planetary/Water Strip)",4,0.00032172444301455805
324,Teapot,4,0.00032172444301455805
325,Plate (folio 3) fromA Book of Silk Screen Prints,4,0.00032172444301455805
326,The Adventures of Mao on the Long March,4,0.00032172444301455805
327,Whisk,4,0.00032172444301455805
328,"Oh, My Homeland (O mein Heimatland)(tailpiece, folio 46) from the periodicalDer Bildermann, supplement to vol. 1, no. 15 (November 1916)",4,0.00032172444301455805
329,Tango s korovami. Zhelezobetonnye poemy(Tango with Cows: Ferro-concrete Poems),4,0.00032172444301455805
330,Poster for the Second Secession Exhibition,4,0.00032172444301455805
331,In-text plate (page 9) fromThe Tunning of Elynour Rummynge,4,0.00032172444301455805
332,G. Braque – Galerie Maeght – 13 rue de Téhéran,4,0.00032172444301455805
333,"The Peace Apostle: In the Cell (Der Friedensapostel: In der Zelle)(in-text plate, page 434) fromNeben der Heerstrasse (Off the Main Road)",4,0.00032172444301455805
334,Headpiece (page 149) fromCalligrammes,4,0.00032172444301455805
335,Balzacfrom the illustrated bookBalzacs en bas de casse et Picassos sans majuscule,4,0.00032172444301455805
336,Headpiece (page 77) fromThe Fables of Aesop,4,0.00032172444301455805
337,Palais de Glace,4,0.00032172444301455805
338,Picador and Bull II(Picador et taureau II) (unbound plate) fromLe Carmen des Carmen,4,0.00032172444301455805
339,Alfriston – See Britain First on Shell,4,0.00032172444301455805
340,Plate (folio 8) fromMirskontsa(Worldbackwards),4,0.00032172444301455805
341,Reading Lamp (model 1 and H reflector),4,0.00032172444301455805
342,Le Poète reproche au soleil de l’avoir obligé à quitter sa damefromVingt poëmes,4,0.00032172444301455805
343,"The Grasshopper(La Sauterelle) (plate, facing page 154) fromEaux-fortes originale pour des textes de Buffon(Histoire naturelle)",4,0.00032172444301455805
344,"Wolf (Wolf)andLamb (Lamm)(in-text plates, page 12) fromTierfabeln des Aesop (Aesop’s Fables)",4,0.00032172444301455805
345,Tailpiece (page 360) fromThe Fables of Aesop,4,0.00032172444301455805
346,Water Flasks,3,0.00024129333226091852
347,In-text plate (page 85) fromDaphnis et Chloé,3,0.00024129333226091852
348,In-text plate (page 99) fromL’Évangile(The Gospel),3,0.00024129333226091852
349,Sculpturefrom the illustrated bookSix Contes Fantastiques,3,0.00024129333226091852
350,Plate (folio 11) fromPietre Foglie,3,0.00024129333226091852
351,Hydrometer Jar,3,0.00024129333226091852
352,Orbita Clock,3,0.00024129333226091852
353,Orion,3,0.00024129333226091852
354,Plate (folio 14) fromMirskontsa(Worldbackwards),3,0.00024129333226091852
355,In-text plate (page 50) fromLe Chant des morts,3,0.00024129333226091852
356,Exquisit Stemware,3,0.00024129333226091852
357,In-text plate (page 73) fromL’Évangile(The Gospel),3,0.00024129333226091852
358,In-text plate (page 100) fromLe Chant des morts,3,0.00024129333226091852
359,Bodyform Side Chair,3,0.00024129333226091852
360,Anatomia Czasu,3,0.00024129333226091852
361,Headpiece (page 3) fromThe Fables of Aesop,3,0.00024129333226091852
362,Cover of L’Art Decoratif U.R.S.S. Moscou-Paris 1925,3,0.00024129333226091852
363,Tailpiece (page 136) fromThe Fables of Aesop,3,0.00024129333226091852
364,"The Feasting Farmer: Harvest (Der Festbauer: Ernte)(in-text plate, page 174) fromNeben der Heerstrasse (Off the Main Road)",3,0.00024129333226091852
365,Antiquaries Prefer Shell – You can be Sure of Shell,3,0.00024129333226091852
366,U rek vavilonskikh. Natsional’no-evreiskaia lirika v mirovoi poezii(By the Rivers of Babylon: Jewish Lyrics in World Poetry),3,0.00024129333226091852
367,Transistor Radio (model T 580),3,0.00024129333226091852
368,Radio-Phonograph (model SK4⁄10),3,0.00024129333226091852
369,"One of Them Had Polio, Skilled Teamwork Brought Recovery",3,0.00024129333226091852
370,Eva Fernhout-Besnyö,3,0.00024129333226091852
371,"Brigada khudozhnikov, no. 1",3,0.00024129333226091852
372,Cast of characters fromThe Bewitched Tailor,3,0.00024129333226091852
373,Skola umeleckych remesiel Bratislava,3,0.00024129333226091852
374,Ausstellung für angewandte Kunst München,3,0.00024129333226091852
375,"Untitled (in-text plate, page 14) fromDie Samländische Ode (The Samland Ode)",3,0.00024129333226091852
376,Tailpiece (page 25) fromCirque(Circus),3,0.00024129333226091852
377,Folding Music Stand,3,0.00024129333226091852
378,"San Francisco Museum of Modern Art, San Francisco, California, Exterior elevation",3,0.00024129333226091852
379,Folding Lounge Chair with Foot Rest,3,0.00024129333226091852
380,In-text plates (folio 1) fromPoèmes et lithographies,3,0.00024129333226091852
381,Uchites’ khudogi! Stikhi(Learn Artists! Poems),3,0.00024129333226091852
382,Alvar Aalto -museo,3,0.00024129333226091852
383,Flashlights,3,0.00024129333226091852
384,"Evreiskii krestianin(The Jewish Peasant), vol. 1",3,0.00024129333226091852
385,Post Your Letters Before Noon,3,0.00024129333226091852
386,Headpiece (glossary) fromThe Tunning of Elynour Rummynge,3,0.00024129333226091852
387,Tailpiece (page 104) fromThe Fables of Aesop,3,0.00024129333226091852
388,“Our Town 1970”,3,0.00024129333226091852
389,"Flowers in a GlassorFlowers in a Glass No. 5(supplementary suite, plate 10) fromDans l’Atelier de Picasso",3,0.00024129333226091852
390,"Woodcuts by Antonio Frasconi, Weyhe Gallery, 794 Lexington Avenue New York, March 27-April 30 1954",3,0.00024129333226091852
391,Tailpiece (page 24) fromThe Fables of Aesop,3,0.00024129333226091852
392,Schweizerischer Werkbund,3,0.00024129333226091852
393,Female Love (The Couple)(unbound variant frontispiece; proof from cancelled plate) from the illustrated bookDons des Féminines,3,0.00024129333226091852
394,Matière et Mémoire ou les lithographes à l’école,3,0.00024129333226091852
395,Stadt Theater Basel,3,0.00024129333226091852
396,Support the National Memorial Fund for the British Battalion,3,0.00024129333226091852
397,Hors de la Colline,3,0.00024129333226091852
398,Post-Modern Typography: Recent American Developments,3,0.00024129333226091852
399,Hand Mirror,3,0.00024129333226091852
400,"Konoike Transportation Co., Ltd",3,0.00024129333226091852
401,Plate (folio 18) fromPietre Foglie,3,0.00024129333226091852
402,Half title page fromLe Chant des morts,3,0.00024129333226091852
