listings,title,price,currency,url
Akira Yamaoka,Silent Hill Sounds Box,1584.26,CHF,https://www.discogs.com/sell/item/1028436924
Masayuki Yamamoto,おちゃめ神物語コロコロポロン,1548.92,CHF,https://www.discogs.com/sell/item/932463191
Sound Horizon,Roman,1539.35,CHF,https://www.discogs.com/sell/item/990702604
Key Of Life (2),Key Of Life I,1529.1,CHF,https://www.discogs.com/sell/item/997434870
Paul McCartney,Pipes Of Peace,1560.56,CHF,https://www.discogs.com/sell/item/1045516627
Junko Yagami,1974~1986 Singles Plus,1541.15,CHF,https://www.discogs.com/sell/item/1060769303
Olivia Newton-John,40th Anniversary Collection,1539.22,CHF,https://www.discogs.com/sell/item/999055223
Michael Jackson,Bad,1503.91,CHF,https://www.discogs.com/sell/item/1053510992
"Hideki Matsutake, Jun Irie, Nazo2 Suzuki*, Masami Nakatsukasa",Silhoutte Mirage Official Soundtrack,1518.88,CHF,https://www.discogs.com/sell/item/1046341976
Kota Hoshino,Armored Core 3: Silent Line,1513.93,CHF,https://www.discogs.com/sell/item/808560522
Moloko,Do You Like My Tight Sweater?,1498.22,CHF,https://www.discogs.com/sell/item/1001634151
Freedom Call,Ages Of Light (1998 - 2013),1505.97,CHF,https://www.discogs.com/sell/item/1048946622
ミルバ* = Milva,ウナ•セラ•ディ東京 = Milva In Tokyo,1517.42,CHF,https://www.discogs.com/sell/item/1068157424
Elvis Costello,Brutal Youth,1498.23,CHF,https://www.discogs.com/sell/item/1071074170
Cecilia (7),Voice Of The Feminine Spirit,1468.95,CHF,https://www.discogs.com/sell/item/1000135081
ジャッキー・チュン*,君の愛より深く,1498.44,CHF,https://www.discogs.com/sell/item/1025660084
The Pacifists,(Sitting On) The Dock Of The Bay,1448.56,CHF,https://www.discogs.com/sell/item/983459561
China Drum,Rolling Hills And Soaking Gills,1445.7,CHF,https://www.discogs.com/sell/item/999755340
布袋寅泰*,アナザー・バトル -Battle Without Honor Or Humanity-,1448.27,CHF,https://www.discogs.com/sell/item/1047144646
"Antonín Dvořák, István Kertész, Vienna Philharmonic Orchestra*",From The New World Symphony No.9 In E Minor Op.95,1457.05,CHF,https://www.discogs.com/sell/item/919350320
Seasick Steve,I Started Out With Nothin And I Still Got Most Of It Left,1425.52,CHF,https://www.discogs.com/sell/item/1003036693
SpitFunk,Delights,1424.71,CHF,https://www.discogs.com/sell/item/1055403304
Cal Tjader,Tjader,1446.49,CHF,https://www.discogs.com/sell/item/963801417
Sinatra* - Basie*,An Historic Musical First,1416.55,CHF,https://www.discogs.com/sell/item/1062613414
Soft Ballet,Index - Soft Ballet 89/95,1410.21,CHF,https://www.discogs.com/sell/item/995905979
Düel,Death Wish,1353.63,CHF,https://www.discogs.com/sell/item/1069046126
The Rolling Stones,Sticky Fingers,1338.08,CHF,https://www.discogs.com/sell/item/1069052173
Holy Knights,Between Daylight And Pain,1334.23,CHF,https://www.discogs.com/sell/item/1033790402
Pax Japonica Groove,Supernova,1334.08,CHF,https://www.discogs.com/sell/item/1003067229
Tatsuro Yamashita,Melodies,1346.04,CHF,https://www.discogs.com/sell/item/1053370497
Scorpions,Lovedrive,1315.6,CHF,https://www.discogs.com/sell/item/1068886866
Ramar,極上☆Future,1329.02,CHF,https://www.discogs.com/sell/item/973161569
森恵,Megumi Mori Soul Song's Book Re:Make 1,1326.67,CHF,https://www.discogs.com/sell/item/1033653862
浜田麻里*,Call My Luck,1310.72,CHF,https://www.discogs.com/sell/item/1050330791
Various,Best Of British: Vendetta Records The Missing Hits 1979,1340.45,CHF,https://www.discogs.com/sell/item/1000888700
"Kaito (4), Various",Kaito 10th Anniversary-Glorious Blue-,1308.68,CHF,https://www.discogs.com/sell/item/1055323521
Globe,Globe Decade -Complete Box 1995-2004-,1299.77,CHF,https://www.discogs.com/sell/item/819840488
Metallica,Live Sh*t: Binge & Purge,1269.25,CHF,https://www.discogs.com/sell/item/1051327176
Nina Simone,To Love Somebody,1254.56,CHF,https://www.discogs.com/sell/item/1071538700
Rentrer En Soi,MILLENARIANISM ~THE WAR OF MEGIDDO~,1250.78,CHF,https://www.discogs.com/sell/item/1046474435
Hitomi Shimatani,15th Anniversary Super Best,1233.25,CHF,https://www.discogs.com/sell/item/1070506490
"HIYA!*, JIM (212), Captain Beroou*, Hori_Hori*, Q_JIROU, maitaro, Toshikazu Tanaka (2), Manabu Namiki, Mitsuhiro Kaneda",Metal Slug Complete Sound Box,1226.8,CHF,https://www.discogs.com/sell/item/1001846565
Kiss,Hot In The Shade,1250.0,CHF,https://www.discogs.com/sell/item/712874368
Quiet Riot,Metal Health,1208.66,CHF,https://www.discogs.com/sell/item/1050228579
スピッツ*,魔女旅に出る,1191.28,CHF,https://www.discogs.com/sell/item/1055392947
Me & My,The Ultimate Collection,1226.63,CHF,https://www.discogs.com/sell/item/718603348
Poison (3),Nothin' But A Good Time,1189.31,CHF,https://www.discogs.com/sell/item/1044338729
Samantha Fox,Touch Me,1200.0,CHF,https://www.discogs.com/sell/item/892013387
Molly Johnson,Another Day,1194.34,CHF,https://www.discogs.com/sell/item/1054662215
hide (2),Psyence,1178.82,CHF,https://www.discogs.com/sell/item/1001756615
"Beethoven*, Otto Klemperer",Symphony No. 1 In C Major / Symphony No. 8 In F Major,1185.87,CHF,https://www.discogs.com/sell/item/1070834405
Barbra Streisand,We're Not Makin' Love Anymore,1172.28,CHF,https://www.discogs.com/sell/item/1057740089
"山本健誌*, 濱野美奈子*, 田中宏和*","Super Metroid ""Sound In Action"" = スーパーメトロイド ""サウンドInアクション""",1172.14,CHF,https://www.discogs.com/sell/item/1045476761
冨田勲*,子どものための交響詩　ジャングル大帝,1157.56,CHF,https://www.discogs.com/sell/item/988683222
Maji Na Damu,Samsara,1168.15,CHF,https://www.discogs.com/sell/item/801291473
